date,ticket_id,issue_type,resolution_hours,satisfaction_score,churn_risk
2026-02-02,TKT292037,Service Quality,22.8,8.0,0.223
2026-02-02,TKT292037,Billing Problem,12.3,9.6,0.092
2026-02-02,TKT292037,Technical Issue,42.7,7.6,0.161
2026-02-02,TKT292037,Technical Issue,15.0,7.2,0.05
2026-02-02,TKT292037,Billing Problem,7.9,7.7,0.154
2026-02-02,TKT292037,Account Access,7.2,6.4,0.352
2026-02-02,TKT292037,Billing Problem,25.8,7.3,0.0
2026-02-02,TKT292037,Billing Problem,9.2,9.1,0.0
2026-02-02,TKT292037,Service Quality,10.3,9.6,0.0
2026-02-02,TKT292037,Product Feature,3.9,9.1,0.0
2026-02-02,TKT292037,Technical Issue,22.8,7.6,0.191
2026-02-02,TKT292037,Billing Problem,4.5,5.1,0.234
2026-02-02,TKT292037,Product Feature,18.5,6.4,0.565
2026-02-02,TKT292037,Account Access,1.5,8.0,0.032
2026-02-02,TKT292037,Shipping/Delivery,4.5,8.3,0.094
2026-02-02,TKT292037,Account Access,5.6,6.8,0.461
2026-02-02,TKT292037,Billing Problem,9.2,9.4,0.05
2026-02-02,TKT292037,Billing Problem,18.2,6.3,0.177
2026-02-02,TKT292037,Billing Problem,10.2,6.9,0.051
2026-02-02,TKT292037,Account Access,0.5,9.4,0.053
2026-02-02,TKT293036,Billing Problem,18.8,8.7,0.067
2026-02-02,TKT293036,Service Quality,17.8,7.1,0.0
2026-02-02,TKT293036,Shipping/Delivery,9.8,8.0,0.022
2026-02-02,TKT293036,Billing Problem,30.6,5.0,0.525
2026-02-02,TKT293036,Billing Problem,13.0,5.9,0.423
2026-02-02,TKT293036,Billing Problem,1.8,7.4,0.096
2026-02-02,TKT293036,Technical Issue,9.6,7.5,0.0
2026-02-02,TKT293036,Technical Issue,22.9,6.8,0.052
2026-02-02,TKT293036,Billing Problem,1.4,5.7,0.021
2026-02-02,TKT293036,Technical Issue,22.8,8.2,0.04
2026-02-02,TKT293036,Service Quality,24.6,6.2,0.254
2026-02-02,TKT293036,Account Access,1.6,6.3,0.387
2026-02-02,TKT293036,Account Access,7.6,6.3,0.252
2026-02-02,TKT293036,Technical Issue,12.7,5.8,0.549
2026-02-03,TKT294002,Billing Problem,16.3,10.0,0.099
2026-02-03,TKT294002,Billing Problem,11.6,7.3,0.026
2026-02-03,TKT294002,Shipping/Delivery,17.7,7.5,0.063
2026-02-03,TKT294002,Technical Issue,49.0,3.4,0.496
2026-02-03,TKT294002,Service Quality,5.3,6.2,0.448
2026-02-03,TKT294002,Billing Problem,10.6,7.0,0.403
2026-02-03,TKT294002,Account Access,0.9,9.1,0.275
2026-02-03,TKT294002,Billing Problem,22.5,6.3,0.444
2026-02-03,TKT294002,Account Access,1.0,8.2,0.182
2026-02-03,TKT294002,Product Feature,1.6,7.3,0.036
2026-02-03,TKT294002,Billing Problem,12.7,5.9,0.384
2026-02-03,TKT294002,Shipping/Delivery,1.4,9.2,0.095
2026-02-03,TKT295003,Billing Problem,37.1,3.9,0.676
2026-02-03,TKT295003,Technical Issue,12.0,7.1,0.067
2026-02-03,TKT295003,Shipping/Delivery,1.4,7.6,0.0
2026-02-03,TKT295003,Account Access,1.7,6.3,0.284
2026-02-03,TKT295003,Account Access,8.2,7.9,0.0
2026-02-03,TKT295003,Shipping/Delivery,12.3,7.6,0.043
2026-02-03,TKT295003,Billing Problem,27.0,4.4,0.484
2026-02-03,TKT295003,Billing Problem,8.0,8.6,0.0
2026-02-03,TKT295003,Account Access,3.0,6.7,0.423
2026-02-03,TKT295003,Billing Problem,6.9,7.5,0.129
2026-02-03,TKT295003,Billing Problem,21.0,7.5,0.149
2026-02-03,TKT295003,Account Access,7.1,8.1,0.063
2026-02-03,TKT295003,Shipping/Delivery,10.7,5.6,0.275
2026-02-03,TKT295003,Billing Problem,14.6,6.4,0.307
2026-02-03,TKT295003,Billing Problem,6.6,8.6,0.107
2026-02-03,TKT295003,Technical Issue,21.8,7.1,0.046
2026-02-03,TKT295003,Technical Issue,5.4,6.5,0.366
2026-02-03,TKT295003,Account Access,1.0,7.3,0.069
2026-02-03,TKT295003,Technical Issue,77.7,2.9,0.746
2026-02-03,TKT295003,Technical Issue,29.8,6.7,0.0
2026-02-03,TKT295003,Billing Problem,19.5,8.7,0.127
2026-02-03,TKT295003,Billing Problem,4.4,8.8,0.16
2026-02-03,TKT295003,Shipping/Delivery,9.5,7.9,0.02
2026-02-03,TKT295003,Technical Issue,39.1,1.9,0.911
2026-02-03,TKT295003,Service Quality,4.7,7.3,0.083
2026-02-03,TKT295003,Service Quality,18.8,7.8,0.15
2026-02-03,TKT295003,Service Quality,15.7,8.7,0.043
2026-02-03,TKT295003,Technical Issue,45.0,4.7,0.752
2026-02-03,TKT295003,Billing Problem,32.3,4.1,0.654
2026-02-03,TKT295003,Technical Issue,18.2,5.9,0.32
2026-02-03,TKT295003,Billing Problem,45.1,4.7,0.611
2026-02-03,TKT295003,Technical Issue,18.0,8.0,0.145
2026-02-03,TKT295003,Product Feature,7.6,5.5,0.225
2026-02-03,TKT295003,Technical Issue,17.3,6.7,0.639
2026-02-03,TKT295003,Technical Issue,21.7,7.8,0.038
2026-02-03,TKT295003,Billing Problem,14.2,6.4,0.261
2026-02-03,TKT295003,Shipping/Delivery,9.8,6.5,0.501
2026-02-03,TKT296403,Billing Problem,4.4,7.6,0.195
2026-02-03,TKT296403,Account Access,5.3,7.2,0.076
2026-02-03,TKT296403,Billing Problem,1.0,6.8,0.412
2026-02-04,TKT296403,Service Quality,6.4,9.3,0.073
2026-02-04,TKT297445,Technical Issue,40.5,6.1,0.145
2026-02-04,TKT297445,Technical Issue,21.3,9.4,0.046
2026-02-04,TKT297445,Account Access,1.2,6.1,0.405
2026-02-04,TKT297445,Technical Issue,38.9,1.7,0.861
2026-02-04,TKT297445,Service Quality,12.0,8.8,0.127
2026-02-04,TKT297445,Billing Problem,12.0,7.8,0.0
2026-02-04,TKT297445,Technical Issue,20.6,6.3,0.163
2026-02-04,TKT297445,Account Access,4.3,7.9,0.03
2026-02-04,TKT297445,Billing Problem,10.8,7.2,0.14
2026-02-04,TKT297445,Technical Issue,33.7,7.2,0.172
2026-02-04,TKT297445,Account Access,0.7,7.9,0.045
2026-02-04,TKT297445,Technical Issue,73.2,4.7,0.677
2026-02-04,TKT297445,Product Feature,22.7,8.2,0.009
2026-02-04,TKT297445,Shipping/Delivery,7.8,7.8,0.0
2026-02-04,TKT297445,Product Feature,15.2,6.0,0.169
2026-02-04,TKT297445,Shipping/Delivery,11.2,7.0,0.182
2026-02-04,TKT297445,Technical Issue,6.1,10.0,0.167
2026-02-04,TKT297445,Technical Issue,28.5,4.1,0.479
2026-02-04,TKT297445,Service Quality,3.6,8.8,0.052
2026-02-04,TKT297445,Product Feature,10.1,6.6,0.465
2026-02-04,TKT297445,Technical Issue,19.8,7.4,0.155
2026-02-04,TKT297445,Account Access,3.1,6.7,0.386
2026-02-04,TKT297445,Billing Problem,13.4,7.6,0.088
2026-02-04,TKT297445,Account Access,7.7,6.0,0.086
2026-02-04,TKT297445,Shipping/Delivery,6.1,6.7,0.101
2026-02-04,TKT297445,Service Quality,8.0,8.3,0.158
2026-02-04,TKT297445,Billing Problem,14.4,7.1,0.028
2026-02-04,TKT297445,Account Access,2.5,8.2,0.075
2026-02-04,TKT297445,Technical Issue,20.2,7.6,0.123
2026-02-04,TKT297445,Technical Issue,52.3,2.6,0.732
2026-02-04,TKT297445,Technical Issue,27.8,6.4,0.438
2026-02-04,TKT297445,Shipping/Delivery,6.3,8.1,0.111
2026-02-04,TKT297445,Billing Problem,30.0,7.4,0.073
2026-02-04,TKT298447,Shipping/Delivery,14.2,6.6,0.227
2026-02-04,TKT298447,Account Access,0.6,8.8,0.07
2026-02-04,TKT298447,Account Access,1.0,7.3,0.185
2026-02-05,TKT298447,Account Access,5.2,6.0,0.092
2026-02-05,TKT298447,Shipping/Delivery,6.6,7.0,0.064
2026-02-05,TKT298447,Technical Issue,20.0,5.5,0.313
2026-02-05,TKT298447,Billing Problem,17.2,6.1,0.17
2026-02-05,TKT298447,Technical Issue,31.8,4.8,0.43
2026-02-05,TKT299444,Billing Problem,3.5,7.9,0.027
2026-02-05,TKT299444,Billing Problem,16.3,7.7,0.143
2026-02-05,TKT299444,Technical Issue,13.8,9.2,0.258
2026-02-05,TKT299444,Technical Issue,45.7,5.7,0.274
2026-02-05,TKT299444,Account Access,6.0,7.7,0.116
2026-02-05,TKT299444,Billing Problem,32.4,6.4,0.288
2026-02-05,TKT299444,Account Access,1.5,5.2,0.365
2026-02-05,TKT299444,Product Feature,7.2,5.7,0.091
2026-02-05,TKT299444,Billing Problem,15.3,10.0,0.179
2026-02-05,TKT299444,Account Access,1.9,5.9,0.344
2026-02-05,TKT299444,Shipping/Delivery,8.9,7.0,0.0
2026-02-05,TKT299444,Account Access,2.6,7.8,0.119
2026-02-05,TKT299444,Product Feature,10.7,8.9,0.173
2026-02-05,TKT299444,Technical Issue,9.0,7.2,0.152
2026-02-05,TKT299444,Billing Problem,10.3,6.6,0.313
2026-02-05,TKT299444,Billing Problem,17.0,9.9,0.083
2026-02-05,TKT299444,Billing Problem,13.3,7.7,0.179
2026-02-05,TKT299444,Product Feature,6.1,8.0,0.039
2026-02-05,TKT299444,Technical Issue,58.0,3.6,0.601
2026-02-05,TKT299444,Billing Problem,5.0,6.8,0.139
2026-02-05,TKT299444,Billing Problem,4.5,7.3,0.059
2026-02-05,TKT299444,Billing Problem,11.0,8.7,0.0
2026-02-05,TKT299444,Technical Issue,32.6,5.8,0.268
2026-02-05,TKT299444,Technical Issue,35.0,5.7,0.481
2026-02-05,TKT299444,Technical Issue,54.8,2.3,0.906
2026-02-06,TKT301411,Technical Issue,10.1,9.1,0.231
2026-02-06,TKT301411,Billing Problem,1.2,6.6,0.0
2026-02-06,TKT301411,Technical Issue,20.0,8.1,0.051
2026-02-06,TKT301411,Technical Issue,24.4,5.8,0.198
2026-02-06,TKT301411,Service Quality,13.8,7.4,0.19
2026-02-06,TKT301411,Technical Issue,19.5,9.0,0.127
2026-02-06,TKT301411,Product Feature,16.9,7.8,0.146
2026-02-06,TKT301411,Service Quality,4.8,7.6,0.07
2026-02-06,TKT301411,Billing Problem,9.0,8.3,0.087
2026-02-06,TKT301411,Technical Issue,9.5,5.8,0.094
2026-02-06,TKT301411,Billing Problem,21.0,6.7,0.447
2026-02-06,TKT301411,Product Feature,16.2,7.6,0.135
2026-02-06,TKT301411,Product Feature,11.7,10.0,0.0
2026-02-06,TKT301411,Billing Problem,15.6,5.8,0.178
2026-02-06,TKT301411,Account Access,6.9,8.1,0.163
2026-02-06,TKT301411,Technical Issue,54.8,4.0,0.568
2026-02-06,TKT302413,Billing Problem,8.3,6.9,0.306
2026-02-06,TKT302413,Billing Problem,47.4,9.7,0.19
2026-02-06,TKT302413,Shipping/Delivery,1.7,8.0,0.016
2026-02-06,TKT302413,Billing Problem,36.5,8.3,0.093
2026-02-06,TKT302413,Billing Problem,32.1,5.3,0.287
2026-02-06,TKT302413,Service Quality,11.8,10.0,0.091
2026-02-06,TKT302413,Account Access,3.8,6.0,0.361
2026-02-06,TKT302413,Billing Problem,16.2,7.6,0.039
2026-02-06,TKT302413,Billing Problem,2.7,8.1,0.06
2026-02-06,TKT302413,Technical Issue,20.4,8.8,0.0
2026-02-06,TKT302413,Technical Issue,19.9,8.4,0.134
2026-02-06,TKT302413,Account Access,4.0,8.4,0.121
2026-02-06,TKT302413,Account Access,3.4,7.1,0.013
2026-02-06,TKT302413,Shipping/Delivery,24.1,5.4,0.283
2026-02-06,TKT302413,Billing Problem,7.8,7.9,0.218
2026-02-06,TKT302413,Billing Problem,9.1,8.7,0.013
2026-02-06,TKT302413,Product Feature,2.8,7.2,0.215
2026-02-06,TKT302413,Shipping/Delivery,3.3,7.2,0.142
2026-02-06,TKT302413,Billing Problem,39.2,6.3,0.339
2026-02-06,TKT302413,Billing Problem,25.5,7.2,0.002
2026-02-06,TKT302413,Account Access,5.0,6.4,0.288
2026-02-06,TKT302413,Billing Problem,7.2,8.0,0.275
2026-02-06,TKT302413,Billing Problem,7.5,7.1,0.154
2026-02-06,TKT302413,Service Quality,4.5,8.7,0.052
2026-02-06,TKT302413,Account Access,4.0,5.6,0.073
2026-02-06,TKT302413,Billing Problem,35.2,5.6,0.53
2026-02-06,TKT302413,Account Access,5.3,9.7,0.0
2026-02-06,TKT302413,Billing Problem,3.9,7.1,0.105
2026-02-06,TKT302413,Technical Issue,11.0,4.4,0.837
2026-02-06,TKT302413,Account Access,7.8,7.0,0.138
2026-02-06,TKT303447,Service Quality,25.0,4.9,0.656
2026-02-06,TKT303447,Technical Issue,29.3,7.8,0.056
2026-02-06,TKT303447,Billing Problem,3.4,9.2,0.046
2026-02-06,TKT303447,Billing Problem,15.7,7.3,0.192
2026-02-06,TKT303447,Product Feature,8.4,7.6,0.093
2026-02-06,TKT303447,Billing Problem,16.4,5.6,0.132
2026-02-06,TKT303447,Account Access,4.9,7.6,0.115
2026-02-06,TKT303447,Billing Problem,6.2,7.2,0.015
2026-02-06,TKT303447,Technical Issue,7.4,7.1,0.097
2026-02-06,TKT303447,Technical Issue,29.9,6.7,0.0
2026-02-07,TKT304988,Technical Issue,43.4,5.2,0.464
2026-02-07,TKT304988,Account Access,2.2,8.2,0.132
2026-02-07,TKT304988,Technical Issue,28.0,6.1,0.327
2026-02-07,TKT304988,Product Feature,19.9,7.3,0.065
2026-02-07,TKT304988,Shipping/Delivery,10.0,6.2,0.19
2026-02-07,TKT304988,Billing Problem,10.5,5.6,0.449
2026-02-07,TKT304988,Technical Issue,16.8,8.2,0.083
2026-02-07,TKT304988,Product Feature,24.4,4.9,0.431
2026-02-07,TKT304988,Billing Problem,26.4,2.1,0.939
2026-02-07,TKT304988,Service Quality,31.5,5.5,0.382
2026-02-07,TKT304988,Billing Problem,21.6,8.6,0.081
2026-02-07,TKT304988,Technical Issue,13.7,7.6,0.005
2026-02-07,TKT304988,Technical Issue,53.8,3.8,0.446
2026-02-07,TKT304988,Billing Problem,5.2,10.0,0.184
2026-02-07,TKT304988,Billing Problem,25.1,7.9,0.077
2026-02-07,TKT304988,Shipping/Delivery,5.5,8.0,0.163
2026-02-07,TKT304988,Technical Issue,24.1,6.5,0.54
2026-02-07,TKT304988,Billing Problem,7.9,8.4,0.107
2026-02-07,TKT304988,Account Access,0.6,9.0,0.199
2026-02-07,TKT304988,Shipping/Delivery,19.9,6.4,0.342
2026-02-07,TKT304988,Billing Problem,34.1,4.8,0.631
2026-02-07,TKT304988,Account Access,6.6,6.7,0.216
2026-02-07,TKT304988,Shipping/Delivery,11.3,8.2,0.0
2026-02-07,TKT304988,Technical Issue,12.9,7.8,0.0
2026-02-07,TKT304988,Shipping/Delivery,7.5,6.5,0.02
2026-02-07,TKT304988,Technical Issue,11.6,6.7,0.441
2026-02-07,TKT304988,Technical Issue,7.7,6.6,0.427
2026-02-07,TKT304988,Technical Issue,10.9,8.0,0.141
2026-02-07,TKT304988,Product Feature,11.3,7.1,0.181
2026-02-07,TKT304988,Technical Issue,38.1,4.7,0.589
2026-02-07,TKT304988,Billing Problem,12.7,8.0,0.208
2026-02-07,TKT304988,Technical Issue,20.2,9.6,0.098
2026-02-07,TKT304988,Technical Issue,39.1,5.0,0.752
2026-02-07,TKT304988,Account Access,1.6,7.5,0.026
2026-02-07,TKT304988,Product Feature,15.3,6.9,0.35
2026-02-07,TKT304988,Billing Problem,24.2,3.7,0.787
2026-02-07,TKT304988,Technical Issue,29.3,4.6,0.79
2026-02-07,TKT304988,Account Access,0.5,5.5,0.514
2026-02-07,TKT304988,Product Feature,26.8,7.2,0.097
2026-02-07,TKT304988,Technical Issue,7.5,7.6,0.066
2026-02-07,TKT304988,Account Access,6.3,8.1,0.198
2026-02-07,TKT304988,Account Access,1.6,7.8,0.053
2026-02-07,TKT304988,Technical Issue,7.0,6.3,0.339
2026-02-07,TKT304988,Product Feature,18.5,6.7,0.0
2026-02-07,TKT304988,Technical Issue,14.4,7.2,0.08
2026-02-08,TKT306596,Technical Issue,10.6,8.3,0.02
2026-02-08,TKT306596,Billing Problem,39.7,8.3,0.144
2026-02-08,TKT306596,Technical Issue,16.4,8.2,0.316
2026-02-08,TKT306596,Shipping/Delivery,13.0,10.0,0.045
2026-02-08,TKT306596,Technical Issue,22.5,6.4,0.252
2026-02-08,TKT306596,Product Feature,18.3,5.7,0.101
2026-02-08,TKT306596,Billing Problem,32.8,4.1,0.474
2026-02-08,TKT306596,Billing Problem,4.1,8.9,0.039
2026-02-08,TKT306596,Technical Issue,30.0,6.5,0.213
2026-02-08,TKT306596,Product Feature,1.3,8.7,0.048
2026-02-08,TKT307600,Technical Issue,24.0,6.9,0.12
2026-02-08,TKT307600,Account Access,5.8,7.0,0.374
2026-02-08,TKT307600,Service Quality,15.0,6.2,0.517
2026-02-08,TKT307600,Technical Issue,58.9,3.3,0.658
2026-02-08,TKT307600,Billing Problem,6.4,7.4,0.234
2026-02-08,TKT307600,Account Access,8.3,6.0,0.015
2026-02-08,TKT307600,Shipping/Delivery,17.2,9.2,0.13
2026-02-08,TKT307600,Technical Issue,21.0,5.1,0.2
2026-02-08,TKT307600,Billing Problem,7.5,6.8,0.282
2026-02-08,TKT307600,Shipping/Delivery,2.7,5.9,0.441
2026-02-08,TKT307600,Account Access,3.2,7.6,0.107
2026-02-08,TKT307600,Technical Issue,40.8,3.6,0.69
2026-02-08,TKT307600,Service Quality,32.0,3.6,0.715
2026-02-08,TKT307600,Billing Problem,22.0,6.8,0.194
2026-02-08,TKT307600,Product Feature,8.2,7.7,0.034
2026-02-08,TKT307600,Billing Problem,6.4,7.5,0.045
2026-02-08,TKT307600,Technical Issue,48.1,1.9,0.806
2026-02-08,TKT307600,Technical Issue,16.9,6.2,0.315
2026-02-08,TKT307600,Technical Issue,12.0,7.6,0.0
2026-02-08,TKT307600,Shipping/Delivery,15.4,8.0,0.091
2026-02-08,TKT307600,Product Feature,4.1,8.5,0.114
2026-02-08,TKT307600,Billing Problem,6.0,9.2,0.185
2026-02-08,TKT307600,Technical Issue,147.4,2.5,1.0
2026-02-08,TKT307600,Technical Issue,11.7,6.7,0.148
2026-02-08,TKT307600,Account Access,3.8,5.4,0.354
2026-02-08,TKT307600,Technical Issue,91.7,3.3,0.84
2026-02-08,TKT307600,Billing Problem,1.9,7.2,0.186
2026-02-08,TKT307600,Technical Issue,20.0,6.3,0.166
2026-02-08,TKT308607,Product Feature,7.4,7.9,0.116
2026-02-08,TKT308607,Billing Problem,14.7,9.0,0.024
2026-02-08,TKT308607,Billing Problem,7.5,5.3,0.205
2026-02-08,TKT308607,Shipping/Delivery,9.2,8.1,0.086
2026-02-08,TKT308607,Billing Problem,18.2,9.0,0.096
2026-02-08,TKT308607,Billing Problem,14.7,5.7,0.261
2026-02-08,TKT308607,Account Access,11.1,7.4,0.152
2026-02-08,TKT308607,Product Feature,2.5,10.0,0.08
2026-02-08,TKT308607,Billing Problem,29.1,3.2,0.971
2026-02-08,TKT308607,Technical Issue,20.1,7.0,0.171
2026-02-08,TKT308607,Technical Issue,9.7,7.9,0.0
2026-02-08,TKT308607,Technical Issue,20.2,7.5,0.194
2026-02-08,TKT308607,Shipping/Delivery,9.5,8.3,0.146
2026-02-08,TKT308607,Service Quality,8.0,7.5,0.123
2026-02-08,TKT308607,Technical Issue,13.5,6.0,0.332
2026-02-08,TKT308607,Technical Issue,30.7,4.6,0.804
2026-02-08,TKT308607,Technical Issue,14.0,7.6,0.138
2026-02-08,TKT308607,Billing Problem,13.5,7.1,0.0
2026-02-08,TKT308607,Service Quality,14.0,7.3,0.0
2026-02-08,TKT308607,Billing Problem,11.0,7.0,0.281
2026-02-08,TKT308607,Account Access,2.9,8.6,0.027
2026-02-08,TKT308607,Service Quality,12.9,6.0,0.451
2026-02-08,TKT308607,Billing Problem,15.9,7.5,0.146
2026-02-08,TKT308607,Technical Issue,11.9,9.0,0.062
2026-02-09,TKT309638,Billing Problem,12.0,8.4,0.084
2026-02-09,TKT309638,Account Access,3.0,6.5,0.26
2026-02-09,TKT309638,Billing Problem,31.8,6.5,0.357
2026-02-09,TKT309638,Technical Issue,11.7,7.8,0.0
2026-02-09,TKT309638,Account Access,3.7,7.0,0.107
2026-02-09,TKT309638,Billing Problem,21.0,8.4,0.141
2026-02-09,TKT309638,Technical Issue,29.7,6.2,0.237
2026-02-09,TKT309638,Account Access,3.0,7.4,0.097
2026-02-09,TKT309638,Billing Problem,38.9,3.4,0.629
2026-02-09,TKT309638,Shipping/Delivery,21.7,7.6,0.021
2026-02-09,TKT309638,Shipping/Delivery,3.8,8.0,0.195
2026-02-09,TKT309638,Billing Problem,16.3,6.7,0.189
2026-02-09,TKT309638,Account Access,5.0,7.3,0.094
2026-02-09,TKT310637,Billing Problem,37.0,6.8,0.115
2026-02-09,TKT310637,Service Quality,16.9,9.0,0.0
2026-02-09,TKT310637,Technical Issue,47.5,3.0,0.603
2026-02-09,TKT310637,Product Feature,8.1,7.0,0.148
2026-02-09,TKT310637,Service Quality,12.6,6.0,0.136
2026-02-09,TKT310637,Shipping/Delivery,23.2,6.7,0.277
2026-02-09,TKT310637,Service Quality,15.7,6.7,0.302
2026-02-09,TKT310637,Billing Problem,24.8,7.6,0.149
2026-02-09,TKT310637,Service Quality,4.6,5.9,0.379
2026-02-09,TKT310637,Technical Issue,28.4,5.1,0.003
2026-02-09,TKT310637,Service Quality,9.2,8.7,0.216
2026-02-09,TKT310637,Technical Issue,25.5,4.7,0.74
2026-02-09,TKT310637,Product Feature,34.7,5.4,0.402
2026-02-09,TKT310637,Account Access,3.2,6.2,0.281
2026-02-09,TKT310637,Account Access,1.3,8.2,0.116
2026-02-09,TKT310637,Technical Issue,13.9,6.6,0.162
2026-02-09,TKT310637,Account Access,4.4,8.3,0.039
2026-02-09,TKT310637,Shipping/Delivery,2.4,8.0,0.056
2026-02-09,TKT310637,Technical Issue,32.2,8.0,0.054
2026-02-09,TKT310637,Product Feature,14.5,8.4,0.064
2026-02-09,TKT310637,Billing Problem,1.8,5.5,0.276
2026-02-09,TKT310637,Service Quality,23.0,6.1,0.547
2026-02-09,TKT310637,Billing Problem,30.3,6.2,0.196
2026-02-09,TKT310637,Shipping/Delivery,15.9,6.7,0.002
2026-02-09,TKT310637,Technical Issue,21.9,7.7,0.06
2026-02-09,TKT310637,Technical Issue,29.2,3.7,0.414
2026-02-09,TKT310637,Technical Issue,22.5,7.1,0.0
2026-02-10,TKT311602,Account Access,3.7,7.9,0.039
2026-02-10,TKT311602,Billing Problem,5.3,3.4,0.562
2026-02-10,TKT311602,Technical Issue,33.4,5.2,0.191
2026-02-10,TKT311602,Account Access,1.4,8.7,0.0
2026-02-10,TKT311602,Billing Problem,16.3,8.7,0.0
2026-02-10,TKT311602,Account Access,4.1,8.3,0.011
2026-02-10,TKT311602,Product Feature,7.7,9.2,0.06
2026-02-10,TKT311602,Billing Problem,18.1,8.0,0.141
2026-02-10,TKT311602,Billing Problem,6.0,9.8,0.165
2026-02-10,TKT312603,Technical Issue,3.8,8.0,0.013
2026-02-10,TKT312603,Billing Problem,15.9,7.9,0.013
2026-02-10,TKT312603,Account Access,7.8,6.0,0.304
2026-02-10,TKT312603,Account Access,1.9,7.8,0.286
2026-02-10,TKT312603,Billing Problem,10.0,6.1,0.0
2026-02-10,TKT312603,Technical Issue,15.0,7.6,0.091
2026-02-10,TKT312603,Product Feature,0.9,6.2,0.36
2026-02-10,TKT312603,Billing Problem,1.9,6.2,0.405
2026-02-10,TKT312603,Billing Problem,12.5,4.7,0.487
2026-02-10,TKT312603,Product Feature,7.4,8.5,0.16
2026-02-10,TKT312603,Technical Issue,6.8,7.5,0.191
2026-02-10,TKT312603,Shipping/Delivery,6.9,5.5,0.413
2026-02-10,TKT312603,Product Feature,7.3,9.9,0.12
2026-02-10,TKT312603,Technical Issue,41.6,6.9,0.227
2026-02-10,TKT312603,Billing Problem,3.1,6.3,0.046
2026-02-10,TKT312603,Technical Issue,31.5,7.0,0.011
2026-02-10,TKT312603,Technical Issue,17.6,6.7,0.463
2026-02-10,TKT312603,Technical Issue,37.7,3.2,0.353
2026-02-10,TKT312603,Shipping/Delivery,8.1,7.0,0.242
2026-02-10,TKT312603,Billing Problem,28.5,3.8,0.496
2026-02-10,TKT312603,Billing Problem,4.0,5.9,0.322
2026-02-10,TKT312603,Technical Issue,20.7,7.4,0.124
2026-02-10,TKT313640,Billing Problem,15.7,6.4,0.25
2026-02-10,TKT313640,Technical Issue,62.1,3.3,0.691
2026-02-10,TKT313640,Technical Issue,41.2,4.3,0.495
2026-02-10,TKT313640,Shipping/Delivery,16.0,8.4,0.132
2026-02-10,TKT313640,Account Access,0.8,5.5,0.555
2026-02-10,TKT313640,Billing Problem,13.9,8.5,0.0
2026-02-10,TKT313640,Account Access,6.3,4.8,0.748
2026-02-10,TKT313640,Technical Issue,18.5,6.6,0.414
2026-02-10,TKT313640,Billing Problem,21.6,6.7,0.416
2026-02-10,TKT313640,Technical Issue,25.7,3.7,0.712
2026-02-10,TKT313640,Technical Issue,24.6,6.3,0.155
2026-02-10,TKT313640,Technical Issue,44.3,5.6,0.0
2026-02-10,TKT313640,Technical Issue,38.2,6.2,0.096
2026-02-10,TKT313640,Account Access,1.7,7.1,0.0
2026-02-10,TKT313640,Technical Issue,17.1,9.3,0.036
2026-02-10,TKT313640,Technical Issue,16.2,7.6,0.019
2026-02-10,TKT313640,Account Access,1.1,8.5,0.002
2026-02-10,TKT313640,Billing Problem,3.5,9.3,0.024
2026-02-10,TKT313640,Account Access,4.1,8.5,0.042
2026-02-10,TKT313640,Shipping/Delivery,11.4,8.8,0.14
2026-02-10,TKT313640,Account Access,1.9,6.5,0.085
2026-02-10,TKT313640,Technical Issue,47.1,7.9,0.089
2026-02-10,TKT313640,Billing Problem,3.8,6.5,0.225
2026-02-10,TKT313640,Account Access,3.2,7.6,0.04
2026-02-10,TKT313640,Billing Problem,22.6,6.5,0.567
2026-02-10,TKT313640,Billing Problem,11.1,7.0,0.392
2026-02-11,TKT315146,Billing Problem,9.5,7.5,0.01
2026-02-11,TKT315146,Billing Problem,4.2,7.7,0.023
2026-02-11,TKT315146,Billing Problem,4.2,7.7,0.138
2026-02-11,TKT315146,Product Feature,41.6,5.4,0.194
2026-02-11,TKT315146,Shipping/Delivery,2.5,6.7,0.213
2026-02-11,TKT316155,Product Feature,4.8,7.4,0.147
2026-02-11,TKT316155,Account Access,0.9,6.6,0.0
2026-02-11,TKT316155,Account Access,1.5,9.2,0.059
2026-02-11,TKT316155,Technical Issue,7.7,7.2,0.105
2026-02-11,TKT316155,Technical Issue,24.9,5.3,0.078
2026-02-11,TKT316155,Technical Issue,30.8,5.3,0.212
2026-02-11,TKT316155,Account Access,5.4,5.8,0.326
2026-02-11,TKT316155,Account Access,0.5,7.7,0.0
2026-02-11,TKT316155,Technical Issue,19.6,9.0,0.171
2026-02-11,TKT316155,Technical Issue,33.3,6.6,0.296
2026-02-11,TKT316155,Shipping/Delivery,42.5,5.1,0.145
2026-02-11,TKT316155,Product Feature,24.0,7.0,0.0
2026-02-11,TKT316155,Billing Problem,4.4,8.4,0.093
2026-02-11,TKT316155,Product Feature,8.3,5.8,0.362
2026-02-11,TKT316155,Technical Issue,6.5,6.2,0.212
2026-02-11,TKT316155,Billing Problem,4.2,7.7,0.102
2026-02-11,TKT316155,Account Access,1.5,7.9,0.14
2026-02-11,TKT316155,Account Access,4.2,9.9,0.102
2026-02-11,TKT316155,Billing Problem,20.3,7.4,0.01
2026-02-11,TKT316155,Billing Problem,28.6,3.2,0.463
2026-02-11,TKT317166,Technical Issue,63.0,4.5,0.459
